index,"player","fname","lname",week,year,"pos1","fp3",rank
58,"TK-0150","Travis","Kelce",5,2017,"TE","17.80",4
65,"KR-1200","Kyle","Rudolph",5,2017,"TE","16.50",6
17,"DF-0550","Darren","Fells",5,2017,"TE","16.40",7
49,"JG-2900","Jimmy","Graham",5,2017,"TE","15.70",8
28,"AS-0550","Austin","Seferian-Jenkins",5,2017,"TE","14.90",9
52,"JW-6000","Jason","Witten",5,2017,"TE","14.10",10
29,"DN-1225","David","Njoku",5,2017,"TE","13.90",11
47,"TH-1550","Tyler","Higbee",5,2017,"TE","13.80",12
22,"HH-0225","Hunter","Henry",5,2017,"TE","13.20",13
64,"ZM-0250","Zach","Miller",5,2017,"TE","12.90",14
9,"NO-0150","Nick","O'Leary",5,2017,"TE","10.40",15
39,"PS-0950","Phillip","Supernaw",5,2017,"TE","9.60",16
57,"MB-1800","Martellus","Bennett",5,2017,"TE","8.30",17
62,"SA-0850","Stephen","Anderson",5,2017,"TE","8.30",17
11,"TK-0850","Tyler","Kroft",5,2017,"TE","7.80",19
36,"JS-4550","Jonnu","Smith",5,2017,"TE","7.10",20
43,"VM-0225","Vince","Mayle",5,2017,"TE","6.20",21
37,"DW-0500","Delanie","Walker",5,2017,"TE","5.50",22
30,"SD-0534","Seth","DeValve",5,2017,"TE","5.40",23
21,"JJ-0725","Jesse","James",5,2017,"TE","5.40",23
8,"CC-2100","Charles","Clay",5,2017,"TE","5.10",25
60,"DH-1450","Demetrius","Harris",5,2017,"TE","5.10",25
32,"BW-2030","Brandon","Williams",5,2017,"TE","4.70",27
61,"RT-1550","Ross","Travis",5,2017,"TE","4.60",28
44,"JC-4300","Jared","Cook",5,2017,"TE","4.50",29
31,"ET-0375","Eric","Tomlinson",5,2017,"TE","4.40",30
25,"AG-0500","Antonio","Gates",5,2017,"TE","4.30",31
59,"RG-1870","Ryan","Griffin",5,2017,"TE","4.20",32
5,"JG-3700","Jermaine","Gresham",5,2017,"TE","3.60",33
53,"LK-0200","Lance","Kendricks",5,2017,"TE","3.40",34
12,"CU-0150","C.J.","Uzomah",5,2017,"TE","3.10",35
63,"DS-2170","Dion","Sims",5,2017,"TE","2.70",36
56,"RR-1050","Richard","Rodgers",5,2017,"TE","2.60",37
41,"JT-2000","Julius","Thomas",5,2017,"TE","2.50",38
19,"ML-1500","Marcedes","Lewis",5,2017,"TE","2.40",39
51,"NV-0050","Nick","Vannett",5,2017,"TE","2.30",40
34,"DD-0075","Darrell","Daniels",5,2017,"TE","2.30",40
46,"BW-0700","Benjamin","Watson",5,2017,"TE","2.20",42
27,"JA-0245","Jerell","Adams",5,2017,"TE","2.10",43
23,"RE-0400","Rhett","Ellison",5,2017,"TE","1.90",44
45,"NB-0450","Nick","Boyle",5,2017,"TE","1.90",44
48,"GE-0400","Gerald","Everett",5,2017,"TE","1.80",46
35,"GC-0350","Garrett","Celek",5,2017,"TE","1.60",47
14,"EE-0050","Eric","Ebron",5,2017,"TE","1.60",47
6,"BC-0700","Brent","Celek",5,2017,"TE","1.50",49
10,"LT-0275","Logan","Thomas",5,2017,"TE","1.30",50
7,"RS-0687","Ricky","Seals-Jones",5,2017,"TE","0.00",51
13,"CC-0775","Cethan","Carter",5,2017,"TE","0.00",51
4,"IM-0300","Ifeanyi","Momah",5,2017,"TE","0.00",51
1,"OH-0250","O.J.","Howard",5,2017,"TE","0.00",51
16,"CM-0175","Chris","Manhertz",5,2017,"TE","0.00",51
42,"JF-2950","Jalston","Fowler",5,2017,"TE","0.00",51
40,"AF-0200","Anthony","Fasano",5,2017,"TE","0.00",51
54,"GS-1400","Geoff","Swaim",5,2017,"TE","0.00",51
20,"JO-0150","James","O'Shaughnessy",5,2017,"TE","0.00",51
24,"EE-0400","Evan","Engram",5,2017,"TE","0.00",51
26,"SM-1750","Sean","McGrath",5,2017,"TE","0.00",51
50,"LW-1450","Luke","Willson",5,2017,"TE","0.00",51
2,"JH-4850","Jacob","Hollister",5,2017,"TE","0.00",51
38,"MG-1250","MarQueis","Gray",5,2017,"TE","0.00",51
55,"JH-0860","James","Hanna",5,2017,"TE","0.00",51
18,"VM-0250","Vance","McDonald",5,2017,"TE","0.00",51
23,"RG-2200","Rob","Gronkowski",6,2017,"TE","26.30",1
36,"CB-2775","Cameron","Brate",6,2017,"TE","19.60",2
46,"EE-0400","Evan","Engram",6,2017,"TE","19.20",3
22,"AS-0550","Austin","Seferian-Jenkins",6,2017,"TE","17.60",4
53,"JD-2550","Jack","Doyle",6,2017,"TE","17.00",5
1,"ZE-0100","Zach","Ertz",6,2017,"TE","15.80",6
40,"HH-0225","Hunter","Henry",6,2017,"TE","14.00",7
3,"DS-2170","Dion","Sims",6,2017,"TE","12.20",8
20,"AH-3650","Austin","Hooper",6,2017,"TE","11.80",9
14,"MH-3300","Michael","Hoomanawanui",6,2017,"TE","10.70",10
15,"DF-0550","Darren","Fells",6,2017,"TE","10.60",11
6,"ZM-0250","Zach","Miller",6,2017,"TE","10.50",12
51,"JH-3625","Jeff","Heuerman",6,2017,"TE","10.40",13
9,"RG-1870","Ryan","Griffin",6,2017,"TE","10.20",14
37,"TN-0550","Troy","Niklas",6,2017,"TE","10.00",15
19,"KR-1200","Kyle","Rudolph",6,2017,"TE","9.70",16
11,"SD-0534","Seth","DeValve",6,2017,"TE","8.90",17
4,"BW-0700","Benjamin","Watson",6,2017,"TE","8.80",18
25,"GK-0075","George","Kittle",6,2017,"TE","8.60",19
28,"VD-0100","Vernon","Davis",6,2017,"TE","8.50",20
45,"TK-0150","Travis","Kelce",6,2017,"TE","7.70",21
27,"JR-1150","Jordan","Reed",6,2017,"TE","7.70",21
0,"ED-0400","Ed","Dickson",6,2017,"TE","7.60",23
31,"GE-0400","Gerald","Everett",6,2017,"TE","7.40",24
2,"NB-0450","Nick","Boyle",6,2017,"TE","5.50",25
52,"DW-0500","Delanie","Walker",6,2017,"TE","5.40",26
35,"JG-3700","Jermaine","Gresham",6,2017,"TE","5.20",27
21,"JT-2000","Julius","Thomas",6,2017,"TE","5.20",27
18,"MB-1800","Martellus","Bennett",6,2017,"TE","4.20",29
8,"SA-0850","Stephen","Anderson",6,2017,"TE","3.70",30
44,"VM-0250","Vance","McDonald",6,2017,"TE","3.60",31
42,"JC-4300","Jared","Cook",6,2017,"TE","3.40",32
50,"VG-0300","Virgil","Green",6,2017,"TE","3.40",32
33,"JO-0150","James","O'Shaughnessy",6,2017,"TE","3.10",34
34,"BK-1050","Ben","Koyack",6,2017,"TE","3.10",34
41,"AG-0500","Antonio","Gates",6,2017,"TE","2.60",36
38,"OH-0250","O.J.","Howard",6,2017,"TE","2.50",37
26,"GC-0350","Garrett","Celek",6,2017,"TE","2.30",38
49,"AD-1175","A.J.","Derby",6,2017,"TE","2.00",39
10,"DN-1225","David","Njoku",6,2017,"TE","2.00",39
55,"JS-4550","Jonnu","Smith",6,2017,"TE","2.00",39
13,"EE-0050","Eric","Ebron",6,2017,"TE","1.90",42
47,"JA-0245","Jerell","Adams",6,2017,"TE","1.60",43
39,"LS-1900","Luke","Stocker",6,2017,"TE","1.50",44
30,"TH-1550","Tyler","Higbee",6,2017,"TE","1.00",45
5,"MW-2450","Maxx","Williams",6,2017,"TE","0.60",46
32,"ML-1500","Marcedes","Lewis",6,2017,"TE","0.00",47
43,"DH-1450","Demetrius","Harris",6,2017,"TE","0.00",47
7,"VM-0225","Vince","Mayle",6,2017,"TE","0.00",47
48,"ML-0050","Matt","LaCosse",6,2017,"TE","0.00",47
16,"JH-4070","Josh","Hill",6,2017,"TE","0.00",47
54,"PS-0950","Phillip","Supernaw",6,2017,"TE","0.00",47
17,"CF-0650","Coby","Fleener",6,2017,"TE","0.00",47
24,"ET-0375","Eric","Tomlinson",6,2017,"TE","0.00",47
12,"RT-0450","Randall","Telfer",6,2017,"TE","0.00",47
29,"NP-0100","Niles","Paul",6,2017,"TE","-0.10",56
35,"OH-0250","O.J.","Howard",7,2017,"TE","27.80",1
62,"JR-1150","Jordan","Reed",7,2017,"TE","26.40",2
61,"ZE-0100","Zach","Ertz",7,2017,"TE","19.90",3
1,"JC-4300","Jared","Cook",7,2017,"TE","19.70",4
53,"EE-0400","Evan","Engram",7,2017,"TE","18.00",5
43,"JW-6000","Jason","Witten",7,2017,"TE","15.40",6
54,"JG-2900","Jimmy","Graham",7,2017,"TE","14.10",7
2,"TK-0150","Travis","Kelce",7,2017,"TE","13.30",8
17,"TK-0850","Tyler","Kroft",7,2017,"TE","12.30",9
39,"DW-0500","Delanie","Walker",7,2017,"TE","12.30",9
36,"CB-2775","Cameron","Brate",7,2017,"TE","12.00",11
49,"AD-1175","A.J.","Derby",7,2017,"TE","11.60",12
34,"AF-0200","Anthony","Fasano",7,2017,"TE","11.50",13
50,"HH-0225","Hunter","Henry",7,2017,"TE","11.30",14
32,"AS-0550","Austin","Seferian-Jenkins",7,2017,"TE","11.10",15
21,"ML-1500","Marcedes","Lewis",7,2017,"TE","10.90",16
60,"VD-0100","Vernon","Davis",7,2017,"TE","10.70",17
24,"JD-2550","Jack","Doyle",7,2017,"TE","10.40",18
12,"KR-1200","Kyle","Rudolph",7,2017,"TE","9.30",19
38,"LT-0275","Logan","Thomas",7,2017,"TE","9.20",20
31,"JT-2000","Julius","Thomas",7,2017,"TE","8.80",21
13,"BW-0700","Benjamin","Watson",7,2017,"TE","8.80",21
58,"RG-2200","Rob","Gronkowski",7,2017,"TE","8.10",23
42,"DN-1225","David","Njoku",7,2017,"TE","7.80",24
37,"NO-0150","Nick","O'Leary",7,2017,"TE","7.80",24
19,"VM-0250","Vance","McDonald",7,2017,"TE","5.70",26
15,"ZM-0250","Zach","Miller",7,2017,"TE","4.90",27
16,"ED-0400","Ed","Dickson",7,2017,"TE","4.80",28
41,"SD-0534","Seth","DeValve",7,2017,"TE","4.70",29
7,"TH-1550","Tyler","Higbee",7,2017,"TE","4.30",30
40,"JS-4550","Jonnu","Smith",7,2017,"TE","4.20",31
64,"NP-0100","Niles","Paul",7,2017,"TE","4.20",31
28,"CF-0650","Coby","Fleener",7,2017,"TE","4.20",31
27,"MB-1800","Martellus","Bennett",7,2017,"TE","3.70",34
0,"DH-1450","Demetrius","Harris",7,2017,"TE","3.60",35
33,"ET-0375","Eric","Tomlinson",7,2017,"TE","3.60",35
11,"NB-0450","Nick","Boyle",7,2017,"TE","3.20",37
6,"JG-3700","Jermaine","Gresham",7,2017,"TE","2.80",38
44,"GK-0075","George","Kittle",7,2017,"TE","2.60",39
57,"LW-1450","Luke","Willson",7,2017,"TE","2.30",40
55,"NV-0050","Nick","Vannett",7,2017,"TE","2.20",41
20,"XG-0100","Xavier","Grimble",7,2017,"TE","2.20",41
14,"CM-0175","Chris","Manhertz",7,2017,"TE","2.10",43
46,"GC-0350","Garrett","Celek",7,2017,"TE","2.10",43
18,"CU-0150","C.J.","Uzomah",7,2017,"TE","1.70",45
26,"DD-0075","Darrell","Daniels",7,2017,"TE","1.70",45
47,"GS-1400","Geoff","Swaim",7,2017,"TE","1.70",45
22,"BK-1050","Ben","Koyack",7,2017,"TE","1.70",45
52,"VG-0300","Virgil","Green",7,2017,"TE","1.70",45
25,"BW-2030","Brandon","Williams",7,2017,"TE","1.60",50
59,"AH-3650","Austin","Hooper",7,2017,"TE","1.60",50
48,"CH-3175","Cole","Hikutini",7,2017,"TE","1.50",52
51,"AG-0500","Antonio","Gates",7,2017,"TE","1.40",53
4,"RT-1550","Ross","Travis",7,2017,"TE","1.30",54
63,"BC-0700","Brent","Celek",7,2017,"TE","1.30",54
10,"VM-0225","Vince","Mayle",7,2017,"TE","0.00",56
9,"TN-0550","Troy","Niklas",7,2017,"TE","0.00",56
8,"DC-0775","Derek","Carrier",7,2017,"TE","0.00",56
30,"JH-4070","Josh","Hill",7,2017,"TE","0.00",56
56,"RE-0400","Rhett","Ellison",7,2017,"TE","0.00",56
45,"JH-0860","James","Hanna",7,2017,"TE","0.00",56
23,"JO-0150","James","O'Shaughnessy",7,2017,"TE","0.00",56
29,"RR-1050","Richard","Rodgers",7,2017,"TE","0.00",56
5,"CW-0225","Clive","Walford",7,2017,"TE","0.00",56
3,"LS-1550","Lee","Smith",7,2017,"TE","0.00",56
21,"JD-2550","Jack","Doyle",8,2017,"TE","33.10",1
50,"TK-0150","Travis","Kelce",8,2017,"TE","29.30",2
39,"JG-2900","Jimmy","Graham",8,2017,"TE","19.90",3
26,"RG-2200","Rob","Gronkowski",8,2017,"TE","16.70",4
5,"KR-1200","Kyle","Rudolph",8,2017,"TE","14.70",5
10,"AH-3650","Austin","Hooper",8,2017,"TE","14.70",5
33,"ZE-0100","Zach","Ertz",8,2017,"TE","13.40",7
12,"CB-2775","Cameron","Brate",8,2017,"TE","10.40",8
51,"AD-1175","A.J.","Derby",8,2017,"TE","10.10",9
28,"JC-4300","Jared","Cook",8,2017,"TE","9.70",10
22,"TK-0850","Tyler","Kroft",8,2017,"TE","9.60",11
8,"ET-0375","Eric","Tomlinson",8,2017,"TE","9.00",12
2,"BW-0700","Benjamin","Watson",8,2017,"TE","8.60",13
46,"EE-0050","Eric","Ebron",8,2017,"TE","7.80",14
11,"AS-0550","Austin","Seferian-Jenkins",8,2017,"TE","7.80",14
3,"NB-0450","Nick","Boyle",8,2017,"TE","6.90",16
13,"ED-0400","Ed","Dickson",8,2017,"TE","6.40",17
47,"JJ-0725","Jesse","James",8,2017,"TE","6.20",18
42,"JW-6000","Jason","Witten",8,2017,"TE","6.10",19
15,"JH-4070","Josh","Hill",8,2017,"TE","5.90",20
4,"DM-3550","David","Morgan",8,2017,"TE","5.80",21
25,"AG-0500","Antonio","Gates",8,2017,"TE","4.50",22
17,"DS-2170","Dion","Sims",8,2017,"TE","4.50",22
34,"GK-0075","George","Kittle",8,2017,"TE","4.20",24
44,"VD-0100","Vernon","Davis",8,2017,"TE","4.00",25
9,"LT-0550","Levine","Toilolo",8,2017,"TE","4.00",25
6,"DN-1225","David","Njoku",8,2017,"TE","3.90",27
14,"OH-0250","O.J.","Howard",8,2017,"TE","3.60",28
32,"GC-0350","Garrett","Celek",8,2017,"TE","3.40",29
24,"HH-0225","Hunter","Henry",8,2017,"TE","3.10",30
29,"LS-1550","Lee","Smith",8,2017,"TE","3.10",30
0,"AF-0200","Anthony","Fasano",8,2017,"TE","3.10",30
43,"GS-1400","Geoff","Swaim",8,2017,"TE","2.80",33
54,"VG-0300","Virgil","Green",8,2017,"TE","2.60",34
36,"BC-0700","Brent","Celek",8,2017,"TE","2.40",35
27,"JH-4850","Jacob","Hollister",8,2017,"TE","2.30",36
1,"JT-2000","Julius","Thomas",8,2017,"TE","2.20",37
49,"DF-0550","Darren","Fells",8,2017,"TE","2.20",37
37,"SA-0850","Stephen","Anderson",8,2017,"TE","2.10",39
52,"JH-3625","Jeff","Heuerman",8,2017,"TE","2.10",39
38,"RG-1870","Ryan","Griffin",8,2017,"TE","2.00",41
35,"CH-3175","Cole","Hikutini",8,2017,"TE","2.00",41
20,"DB-4387","Daniel","Brown",8,2017,"TE","1.90",43
41,"NV-0050","Nick","Vannett",8,2017,"TE","1.80",44
30,"LT-0275","Logan","Thomas",8,2017,"TE","1.70",45
31,"NO-0150","Nick","O'Leary",8,2017,"TE","1.50",46
45,"JR-1150","Jordan","Reed",8,2017,"TE","1.50",46
7,"SD-0534","Seth","DeValve",8,2017,"TE","1.00",48
19,"CF-0650","Coby","Fleener",8,2017,"TE","0.90",49
16,"AS-0775","Adam","Shaheen",8,2017,"TE","0.00",50
48,"MR-1275","Michael","Roberts",8,2017,"TE","0.00",50
23,"CU-0150","C.J.","Uzomah",8,2017,"TE","0.00",50
40,"LW-1450","Luke","Willson",8,2017,"TE","0.00",50
53,"RT-1550","Ross","Travis",8,2017,"TE","0.00",50
18,"ZM-0250","Zach","Miller",8,2017,"TE","0.00",50
55,"DH-1450","Demetrius","Harris",8,2017,"TE","0.00",50
43,"JC-4300","Jared","Cook",9,2017,"TE","23.60",1
45,"JT-2000","Julius","Thomas",9,2017,"TE","20.40",2
38,"TK-0150","Travis","Kelce",9,2017,"TE","20.30",3
21,"EE-0400","Evan","Engram",9,2017,"TE","17.00",4
20,"JD-2550","Jack","Doyle",9,2017,"TE","14.30",5
35,"VD-0100","Vernon","Davis",9,2017,"TE","13.20",6
8,"DW-0500","Delanie","Walker",9,2017,"TE","12.10",7
7,"BW-0700","Benjamin","Watson",9,2017,"TE","11.10",8
36,"JG-2900","Jimmy","Graham",9,2017,"TE","10.90",9
32,"JG-3700","Jermaine","Gresham",9,2017,"TE","10.30",10
12,"TK-0850","Tyler","Kroft",9,2017,"TE","9.90",11
29,"LS-1900","Luke","Stocker",9,2017,"TE","9.30",12
19,"SA-0850","Stephen","Anderson",9,2017,"TE","8.40",13
3,"NO-0150","Nick","O'Leary",9,2017,"TE","8.10",14
37,"LW-1450","Luke","Willson",9,2017,"TE","8.00",15
11,"ML-1500","Marcedes","Lewis",9,2017,"TE","7.90",16
22,"TH-1550","Tyler","Higbee",9,2017,"TE","7.80",17
15,"BC-0700","Brent","Celek",9,2017,"TE","6.90",18
24,"GE-0400","Gerald","Everett",9,2017,"TE","6.70",19
28,"CF-0650","Coby","Fleener",9,2017,"TE","6.60",20
4,"AH-3650","Austin","Hooper",9,2017,"TE","6.60",20
48,"EE-0050","Eric","Ebron",9,2017,"TE","6.50",22
9,"MW-2450","Maxx","Williams",9,2017,"TE","5.90",23
30,"GK-0075","George","Kittle",9,2017,"TE","5.70",24
49,"LK-0200","Lance","Kendricks",9,2017,"TE","5.20",25
2,"LT-0275","Logan","Thomas",9,2017,"TE","4.50",26
25,"RE-0400","Rhett","Ellison",9,2017,"TE","4.10",27
0,"AS-0550","Austin","Seferian-Jenkins",9,2017,"TE","4.00",28
18,"BW-2030","Brandon","Williams",9,2017,"TE","4.00",28
44,"AF-0200","Anthony","Fasano",9,2017,"TE","2.90",30
31,"TN-0550","Troy","Niklas",9,2017,"TE","2.60",31
33,"GC-0350","Garrett","Celek",9,2017,"TE","2.30",32
16,"AD-1175","A.J.","Derby",9,2017,"TE","2.10",33
50,"DF-0550","Darren","Fells",9,2017,"TE","2.00",34
27,"CB-2775","Cameron","Brate",9,2017,"TE","1.90",35
5,"LT-0550","Levine","Toilolo",9,2017,"TE","1.80",36
1,"ET-0375","Eric","Tomlinson",9,2017,"TE","1.60",37
13,"JO-0150","James","O'Shaughnessy",9,2017,"TE","1.60",37
51,"RR-1050","Richard","Rodgers",9,2017,"TE","1.50",39
23,"DC-0775","Derek","Carrier",9,2017,"TE","1.50",39
42,"JW-6000","Jason","Witten",9,2017,"TE","1.50",39
39,"RT-1550","Ross","Travis",9,2017,"TE","1.30",42
26,"OH-0250","O.J.","Howard",9,2017,"TE","0.60",43
46,"MG-1250","MarQueis","Gray",9,2017,"TE","0.30",44
40,"JH-0860","James","Hanna",9,2017,"TE","0.00",45
10,"JS-4550","Jonnu","Smith",9,2017,"TE","0.00",45
14,"CU-0150","C.J.","Uzomah",9,2017,"TE","0.00",45
6,"ED-0400","Ed","Dickson",9,2017,"TE","0.00",45
47,"LS-1550","Lee","Smith",9,2017,"TE","0.00",45
17,"JH-3625","Jeff","Heuerman",9,2017,"TE","0.00",45
34,"JS-5475","Jeremy","Sprinkle",9,2017,"TE","0.00",45
41,"DH-1450","Demetrius","Harris",9,2017,"TE","0.00",45
0,"JG-2900","Jimmy","Graham",10,2017,"TE","20.70",1
2,"JG-3700","Jermaine","Gresham",10,2017,"TE","17.40",2
41,"AH-3650","Austin","Hooper",10,2017,"TE","16.90",3
46,"GC-0350","Garrett","Celek",10,2017,"TE","16.70",4
45,"EE-0400","Evan","Engram",10,2017,"TE","15.10",5
22,"VD-0100","Vernon","Davis",10,2017,"TE","14.60",6
44,"JW-6000","Jason","Witten",10,2017,"TE","12.90",7
30,"AS-0550","Austin","Seferian-Jenkins",10,2017,"TE","12.70",8
6,"DW-0500","Delanie","Walker",10,2017,"TE","12.30",9
53,"ED-0400","Ed","Dickson",10,2017,"TE","12.30",9
10,"EE-0050","Eric","Ebron",10,2017,"TE","11.90",11
49,"RG-2200","Rob","Gronkowski",10,2017,"TE","11.40",12
12,"SD-0534","Seth","DeValve",10,2017,"TE","10.00",13
36,"VM-0250","Vance","McDonald",10,2017,"TE","9.60",14
54,"JT-2000","Julius","Thomas",10,2017,"TE","8.80",15
21,"KR-1200","Kyle","Rudolph",10,2017,"TE","8.70",16
50,"DA-0850","Dwayne","Allen",10,2017,"TE","8.10",17
24,"NO-0150","Nick","O'Leary",10,2017,"TE","7.70",18
23,"DM-3550","David","Morgan",10,2017,"TE","7.10",19
48,"MB-1800","Martellus","Bennett",10,2017,"TE","6.80",20
13,"AS-0775","Adam","Shaheen",10,2017,"TE","5.90",21
40,"SA-0850","Stephen","Anderson",10,2017,"TE","5.00",22
20,"ML-1500","Marcedes","Lewis",10,2017,"TE","4.90",23
15,"DB-4387","Daniel","Brown",10,2017,"TE","4.30",24
4,"NV-0050","Nick","Vannett",10,2017,"TE","4.20",25
38,"TH-1550","Tyler","Higbee",10,2017,"TE","4.20",25
8,"JS-4550","Jonnu","Smith",10,2017,"TE","4.00",27
27,"CC-2100","Charles","Clay",10,2017,"TE","3.30",28
39,"CF-0375","C.J.","Fiedorowicz",10,2017,"TE","3.00",29
32,"JD-2550","Jack","Doyle",10,2017,"TE","2.90",30
29,"CB-2775","Cameron","Brate",10,2017,"TE","2.00",31
43,"LT-0550","Levine","Toilolo",10,2017,"TE","2.00",31
14,"LK-0200","Lance","Kendricks",10,2017,"TE","1.90",33
16,"RR-1050","Richard","Rodgers",10,2017,"TE","1.80",34
17,"HH-0225","Hunter","Henry",10,2017,"TE","1.70",35
28,"MH-3300","Michael","Hoomanawanui",10,2017,"TE","1.40",36
52,"JH-3625","Jeff","Heuerman",10,2017,"TE","1.40",36
5,"TK-0850","Tyler","Kroft",10,2017,"TE","1.40",36
9,"DN-1225","David","Njoku",10,2017,"TE","1.30",39
18,"AG-0500","Antonio","Gates",10,2017,"TE","1.30",39
51,"AD-1175","A.J.","Derby",10,2017,"TE","1.20",41
7,"JF-2950","Jalston","Fowler",10,2017,"TE","0.10",42
42,"ES-0250","Eric","Saubert",10,2017,"TE","0.00",43
19,"BK-1050","Ben","Koyack",10,2017,"TE","0.00",43
25,"CF-0650","Coby","Fleener",10,2017,"TE","0.00",43
37,"GE-0400","Gerald","Everett",10,2017,"TE","0.00",43
3,"LW-1450","Luke","Willson",10,2017,"TE","0.00",43
47,"JA-0245","Jerell","Adams",10,2017,"TE","0.00",43
1,"TN-0550","Troy","Niklas",10,2017,"TE","0.00",43
35,"DD-0075","Darrell","Daniels",10,2017,"TE","0.00",43
33,"JJ-0725","Jesse","James",10,2017,"TE","0.00",43
31,"NS-0725","Neal","Sterling",10,2017,"TE","0.00",43
11,"DF-0550","Darren","Fells",10,2017,"TE","0.00",43
34,"BW-2030","Brandon","Williams",10,2017,"TE","0.00",43
26,"JH-4070","Josh","Hill",10,2017,"TE","-0.20",55
20,"TK-0150","Travis","Kelce",11,2017,"TE","20.90",1
59,"JG-2900","Jimmy","Graham",11,2017,"TE","20.80",2
3,"RS-0687","Ricky","Seals-Jones",11,2017,"TE","20.40",3
1,"DW-0500","Delanie","Walker",11,2017,"TE","15.20",4
36,"OH-0250","O.J.","Howard",11,2017,"TE","14.20",5
35,"CF-0650","Coby","Fleener",11,2017,"TE","14.10",6
13,"AS-0775","Adam","Shaheen",11,2017,"TE","14.10",6
0,"JJ-0725","Jesse","James",11,2017,"TE","13.10",8
62,"LT-0550","Levine","Toilolo",11,2017,"TE","11.10",9
28,"KR-1200","Kyle","Rudolph",11,2017,"TE","10.80",10
16,"ML-1500","Marcedes","Lewis",11,2017,"TE","10.60",11
31,"VD-0100","Vernon","Davis",11,2017,"TE","9.70",12
47,"TK-0850","Tyler","Kroft",11,2017,"TE","9.20",13
14,"EE-0050","Eric","Ebron",11,2017,"TE","8.90",14
34,"JS-5475","Jeremy","Sprinkle",11,2017,"TE","7.70",15
49,"AT-1075","Austin","Traylor",11,2017,"TE","7.60",16
38,"JT-2000","Julius","Thomas",11,2017,"TE","7.00",17
53,"RG-2200","Rob","Gronkowski",11,2017,"TE","6.70",18
30,"JH-4070","Josh","Hill",11,2017,"TE","6.50",19
41,"CC-2100","Charles","Clay",11,2017,"TE","5.70",20
52,"JC-4300","Jared","Cook",11,2017,"TE","5.60",21
42,"HH-0225","Hunter","Henry",11,2017,"TE","4.50",22
50,"MB-1800","Martellus","Bennett",11,2017,"TE","4.50",22
51,"DA-0850","Dwayne","Allen",11,2017,"TE","4.40",24
9,"BW-0700","Benjamin","Watson",11,2017,"TE","4.30",25
12,"DB-4387","Daniel","Brown",11,2017,"TE","4.30",25
57,"BC-0700","Brent","Celek",11,2017,"TE","3.80",27
4,"CF-0375","C.J.","Fiedorowicz",11,2017,"TE","3.80",27
32,"NP-0100","Niles","Paul",11,2017,"TE","3.60",29
48,"VG-0300","Virgil","Green",11,2017,"TE","3.30",30
6,"SA-0850","Stephen","Anderson",11,2017,"TE","3.20",31
56,"ZE-0100","Zach","Ertz",11,2017,"TE","2.80",32
10,"MW-2450","Maxx","Williams",11,2017,"TE","2.60",33
19,"DN-1225","David","Njoku",11,2017,"TE","2.30",34
37,"CB-2775","Cameron","Brate",11,2017,"TE","2.20",35
18,"JO-0150","James","O'Shaughnessy",11,2017,"TE","2.20",35
23,"RT-1550","Ross","Travis",11,2017,"TE","2.10",37
46,"SM-1750","Sean","McGrath",11,2017,"TE","2.00",38
5,"JG-3700","Jermaine","Gresham",11,2017,"TE","2.00",38
21,"EE-0400","Evan","Engram",11,2017,"TE","1.90",40
61,"LW-1450","Luke","Willson",11,2017,"TE","1.90",40
15,"DF-0550","Darren","Fells",11,2017,"TE","1.90",40
63,"AH-3650","Austin","Hooper",11,2017,"TE","1.90",40
29,"GE-0400","Gerald","Everett",11,2017,"TE","1.80",44
44,"NO-0150","Nick","O'Leary",11,2017,"TE","1.80",44
22,"RE-0400","Rhett","Ellison",11,2017,"TE","1.70",46
55,"JW-6000","Jason","Witten",11,2017,"TE","1.70",46
24,"JA-0245","Jerell","Adams",11,2017,"TE","1.60",48
7,"LK-0200","Lance","Kendricks",11,2017,"TE","1.50",49
26,"TH-1550","Tyler","Higbee",11,2017,"TE","1.50",49
17,"SD-0534","Seth","DeValve",11,2017,"TE","1.50",49
27,"DM-3550","David","Morgan",11,2017,"TE","1.50",49
54,"CW-0225","Clive","Walford",11,2017,"TE","1.40",53
11,"RR-1050","Richard","Rodgers",11,2017,"TE","1.30",54
45,"JC-5900","Jeff","Cumberland",11,2017,"TE","1.20",55
8,"NB-0450","Nick","Boyle",11,2017,"TE","1.20",55
40,"MG-1250","MarQueis","Gray",11,2017,"TE","0.00",57
60,"ES-0250","Eric","Saubert",11,2017,"TE","0.00",57
2,"JS-4550","Jonnu","Smith",11,2017,"TE","0.00",57
43,"AG-0500","Antonio","Gates",11,2017,"TE","0.00",57
33,"MH-3300","Michael","Hoomanawanui",11,2017,"TE","0.00",57
25,"DH-1450","Demetrius","Harris",11,2017,"TE","0.00",57
58,"JH-0860","James","Hanna",11,2017,"TE","0.00",57
39,"AF-0200","Anthony","Fasano",11,2017,"TE","0.00",57
20,"ZE-0100","Zach","Ertz",12,2017,"TE","29.30",1
29,"RG-2200","Rob","Gronkowski",12,2017,"TE","25.20",2
1,"KR-1200","Kyle","Rudolph",12,2017,"TE","22.30",3
4,"HH-0225","Hunter","Henry",12,2017,"TE","18.60",4
50,"RS-0687","Ricky","Seals-Jones",12,2017,"TE","17.20",5
36,"JD-2550","Jack","Doyle",12,2017,"TE","16.40",6
35,"DW-0500","Delanie","Walker",12,2017,"TE","16.30",7
